"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","arena_id","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name"
"Scourge of the Throne","{4}{R}{R}",6,"Flying
Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)
Whenever this creature attacks for the first time each turn, if it's attacking the player with the most life or tied for most life, untap all attacking creatures. After this phase, there is an additional combat phase.","5",5,"not_legal","legal","Creature — Dragon","Flying","Dethrone",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A06496a05-7f1a-402c-9594-304cd82bfefd&unique=prints","rare",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Scourge of the Throne"
"Selvala's Stampede","{4}{G}{G}",6,"Council's dilemma — Starting with you, each player votes for wild or free. Reveal cards from the top of your library until you reveal a creature card for each wild vote. Put those creature cards onto the battlefield, then shuffle the rest into your library. You may put a permanent card from your hand onto the battlefield for each free vote.",NA,NA,"not_legal","legal","Sorcery","Council's dilemma",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9d2aea05-f55c-4355-950f-bfdc4e985e80&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Selvalas Stampede"
"Sheltered Thicket",NA,0,"({T}: Add {R} or {G}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",NA,NA,"not_legal","legal","Land — Mountain Forest","Cycling",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adb8d8643-3d0b-4f20-bf53-f4cd26a0e8df&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Sheltered Thicket"
"Shivan Reef",NA,0,"{T}: Add {C}.
{T}: Add {U} or {R}. This land deals 1 damage to you.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0fe16212-66c3-4e45-a641-7391e9b2e304&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Shivan Reef"
"Skarrgan Hellkite","{3}{R}{R}",5,"Riot (This creature enters with your choice of a +1/+1 counter or haste.)
Flying
{3}{R}: This creature deals 2 damage divided as you choose among one or two targets. Activate only if this creature has a +1/+1 counter on it.","4",4,"not_legal","legal","Creature — Dragon","Flying","Riot",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Abfbe28a2-b656-4575-8b7e-9dbc22f8d4bc&unique=prints","mythic",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Skarrgan Hellkite"
"Sol Ring","{1}",1,"{T}: Add {C}{C}.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6ad8011d-3471-4369-9d68-b264cc027487&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Sol Ring"
"Spit Flame","{2}{R}",3,"Spit Flame deals 4 damage to target creature.
Whenever a Dragon you control enters, you may pay {R}. If you do, return this card from your graveyard to your hand.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af63278e0-3c67-421d-87ce-67725e5e74df&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Spit Flame"
"Steel Hellkite","{6}",6,"Flying
{2}: This creature gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with mana value X whose controller was dealt combat damage by this creature this turn. Activate only once each turn.","5",5,"legal","legal","Artifact Creature — Dragon","Flying",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6e64f1e0-ddd6-4ee7-8797-086e234b02e8&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Steel Hellkite"
"Storm's Wrath","{2}{R}{R}",4,"Storm's Wrath deals 4 damage to each creature and each planeswalker.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aeeb6f5eb-0e16-468e-9dfe-6ec8d8172f86&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Storms Wrath"
"Stormbreath Dragon","{3}{R}{R}",5,"Flying, haste, protection from white
{5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, it deals damage to each opponent equal to the number of cards in that player's hand.","4",4,"not_legal","legal","Creature — Dragon","Flying","Protection","Haste","Monstrosity",NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7a770865-9383-45aa-883f-21ee649d1ea3&unique=prints","mythic",4,"Flying","Not deathtouch","Haste","Not vigilance","Creature","Stormbreath Dragon"
"Stormshriek Feral // Flush Out","{4}{R} // {1}{R}",5,NA,"3",3,"not_legal","not_legal","Creature — Dragon // Sorcery — Omen","Flying","Haste",NA,NA,NA,"adventure",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae24916ff-7566-4f27-8e31-732311a4a88c&unique=prints","common",2,"Flying","Not deathtouch","Haste","Not vigilance","Creature","Stormshriek Feral"
"Sulfur Falls",NA,0,"This land enters tapped unless you control an Island or a Mountain.
{T}: Add {U} or {R}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6a6c5e17-6465-4a1f-9d63-8a3ce2edc522&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Sulfur Falls"
"Talisman of Creativity","{2}",2,"{T}: Add {C}.
{T}: Add {U} or {R}. This artifact deals 1 damage to you.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A14d2979d-5728-42d7-a027-0eb1f754655d&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Talisman of Creativity"
"Talisman of Impulse","{2}",2,"{T}: Add {C}.
{T}: Add {R} or {G}. This artifact deals 1 damage to you.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af2ccc9e8-8e92-4f8c-8728-8c748630e0dd&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Talisman of Impulse"
"Taurean Mauler","{2}{R}",3,"Changeling (This card is every creature type.)
Whenever an opponent casts a spell, you may put a +1/+1 counter on this creature.","2",2,"legal","legal","Creature — Shapeshifter","Changeling",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afd5ee26c-cc54-4dc0-b611-5cda14354a5e&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Taurean Mauler"
"Temple of Abandon",NA,0,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {R} or {G}.",NA,NA,"legal","legal","Land","Scry",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3baa8e38-ef93-435d-b63e-f781d5bfcc68&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Temple of Abandon"
"Temple of Mystery",NA,0,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {G} or {U}.",NA,NA,"legal","legal","Land","Scry",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7e26f0b7-20e6-46d5-8130-d98c14d6aa29&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Temple of Mystery"
"Temple of the Dragon Queen",NA,0,"As this land enters, you may reveal a Dragon card from your hand. This land enters tapped unless you revealed a Dragon card this way or you control a Dragon.
As this land enters, choose a color.
{T}: Add one mana of the chosen color.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A169a26d2-7bc9-4403-9c92-98d4bd5ca4f3&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Temple of the Dragon Queen"
"Temur Ascendancy","{G}{U}{R}",3,"Creatures you control have haste.
Whenever a creature you control with power 4 or greater enters, you may draw a card.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae68dc47c-692f-4420-9799-eee104017273&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Temur Ascendancy"
"Territorial Hellkite","{2}{R}{R}",4,"Flying, haste
At the beginning of combat on your turn, choose an opponent at random that this creature didn't attack during your last combat. This creature attacks that player this combat if able. If you can't choose an opponent this way, tap this creature.","6",5,"not_legal","legal","Creature — Dragon","Flying","Haste",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1c772df4-bd88-4f7e-853c-5dd06f4cf70e&unique=prints","rare",2,"Flying","Not deathtouch","Haste","Not vigilance","Creature","Territorial Hellkite"
"Thunderbreak Regent","{2}{R}{R}",4,"Flying
Whenever a Dragon you control becomes the target of a spell or ability an opponent controls, this creature deals 3 damage to that player.","4",4,"not_legal","legal","Creature — Dragon","Flying",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Abb04f927-0348-4a14-9e74-381f18083f6a&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Thunderbreak Regent"
"Thundermane Dragon","{3}{R}",4,"Flying
You may look at the top card of your library any time.
You may cast creature spells with power 4 or greater from the top of your library. If you cast a creature spell this way, it gains haste until end of turn.","4",4,"not_legal","not_legal","Creature — Dragon","Flying",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa1602bd0-f346-43cf-86ec-1dd300a7f2ed&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Thundermane Dragon"
"Ureni of the Unwritten","{4}{G}{U}{R}",7,"Flying, trample
Whenever Ureni enters or attacks, look at the top eight cards of your library. You may put a Dragon creature card from among them onto the battlefield. Put the rest on the bottom of your library in a random order.","7",7,"not_legal","not_legal","Legendary Creature — Spirit Dragon","Flying","Trample",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A99c2d3ef-e5b4-48cd-b3f5-de9b02c7c36a&unique=prints","mythic",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Ureni of the Unwritten"
"Vengeful Ancestor","{2}{R}{R}",4,"Flying
Whenever this creature enters or attacks, goad target creature. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)
Whenever a goaded creature attacks, it deals 1 damage to its controller.","3",4,"not_legal","legal","Creature — Spirit Dragon","Flying","Goad",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af3b3173b-f7ae-420e-84ec-ea61414674a0&unique=prints","rare",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Vengeful Ancestor"
"Verix Bladewing","{2}{R}{R}",4,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Flying
When Verix enters, if it was kicked, create Karox Bladewing, a legendary 4/4 red Dragon creature token with flying.","4",4,"not_legal","legal","Legendary Creature — Dragon","Kicker","Flying",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad7315b3b-6e5d-4d28-a503-bfae1daf6c43&unique=prints","mythic",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Verix Bladewing"
"Whirlwing Stormbrood // Dynamic Soar","{4}{U} // {2}{G}",5,NA,"4",3,"not_legal","not_legal","Creature — Dragon // Sorcery — Omen","Flying","Flash",NA,NA,NA,"adventure",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4fbfc814-df10-4d61-ada9-c96cc8ee8d8c&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Whirlwing Stormbrood"
"Will of the Temur","{5}{U}",6,"Choose one. If you control a commander as you cast this spell, you may choose both instead.
• Create a token that's a copy of target permanent, except it's a 4/4 Dragon creature with flying in addition to its other types.
• Target player draws cards equal to the greatest mana value among permanents you control.",NA,NA,"not_legal","not_legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aebe1448e-21c5-4b73-8296-03d3e5097c50&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Will of the Temur"
"Yavimaya Coast",NA,0,"{T}: Add {C}.
{T}: Add {G} or {U}. This land deals 1 damage to you.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A40b36bc6-c185-4bda-99e7-0118953c2c97&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Yavimaya Coast"
"Zenith Festival","{X}{R}{R}",2,"Exile the top X cards of your library. You may play them until the end of your next turn.
Harmonize {X}{R}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by an amount of generic mana equal to its power. Then exile this spell.)",NA,NA,"not_legal","not_legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4dabba8c-0490-41ec-a03e-f7d0c9f0edb6&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Zenith Festival"
"Eshki, Temur's Roar","{G}{U}{R}",3,"Whenever you cast a creature spell, put a +1/+1 counter on Eshki. If that spell's power is 4 or greater, draw a card. If that spell's power is 6 or greater, Eshki deals damage equal to Eshki's power to each opponent.","2",2,"not_legal","not_legal","Legendary Creature — Human Warrior",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1b162dd3-3be6-406d-bf86-f7cc9eff098d&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Eshki, Temurs Roar"
"Ayara, First of Locthwain","{B}{B}{B}",3,"Whenever Ayara or another black creature you control enters, each opponent loses 1 life and you gain 1 life.
{T}, Sacrifice another black creature: Draw a card.","2",3,"not_legal","legal","Legendary Creature — Elf Noble",NA,NA,NA,NA,NA,"normal",70222,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A388168b3-ec68-4af2-b88c-6a5ec88c15f6&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Ayara, First of Locthwain"
"Baneful Omen","{4}{B}{B}{B}",7,"At the beginning of your end step, you may reveal the top card of your library. If you do, each opponent loses life equal to that card's mana value.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adc1711cf-c62b-436b-ba35-56bef8ef14d0&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Baneful Omen"
"Basilisk Collar","{1}",1,"Equipped creature has deathtouch and lifelink. (Any amount of damage it deals to a creature is enough to destroy it. Damage dealt by this creature also causes you to gain that much life.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal",94097,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Basilisk Collar"
